Circuit_Type,No_Of_Transistors,Activity_Factor,Capacitance,Leakage_current,Short_ckt_Current,Short_ckt_Power,Static_Power,Dynamic_Power
NOR,4,0.153,1.1456087e-07,3.059e-09,1.8476e-08,1.8476e-08,3.059e-09,8.76391e-09
AND,6,0.143,7.3491785e-07,1.6781e-08,2.123e-09,2.123e-09,1.6781e-08,5.254663e-08
AND,6,0.944,3.2780961e-07,1.6115e-08,1.2942e-08,1.2942e-08,1.6115e-08,1.5472614e-07
OR,6,0.806,2.7267083e-07,2.2578e-08,1.5479e-08,1.5479e-08,2.2578e-08,1.0988634e-07
Mux,16,0.189,6.5579601e-07,2.937e-09,7.455e-09,7.455e-09,2.937e-09,6.197272e-08
XNOR,10,0.413,5.6342078e-07,7.955e-09,2.383e-08,2.383e-08,7.955e-09,1.1634639e-07
XOR,10,0.362,3.6878654e-07,2.36e-09,1.3056e-08,1.3056e-08,2.36e-09,6.675036e-08
Inverter,2,0.793,6.450726e-07,1.0244e-08,4.645e-09,4.645e-09,1.0244e-08,2.5577129e-07
AND,6,0.515,2.7850931e-07,2.2799e-08,2.784e-09,2.784e-09,2.2799e-08,7.171615e-08
OR,6,0.137,7.9688196e-07,1.956e-08,1.3587e-08,1.3587e-08,1.956e-08,5.458641e-08
OR,6,0.742,2.3702576e-07,1.81e-08,9.443e-09,9.443e-09,1.81e-08,8.793656e-08
NOR,4,0.403,1.6724932e-07,1.3372e-08,4.894e-09,4.894e-09,1.3372e-08,3.370074e-08
XOR,10,0.27,7.8461502e-07,2.2099e-08,8.64e-10,8.64e-10,2.2099e-08,1.0592303e-07
XNOR,10,0.382,7.1081311e-07,1.1291e-08,1.4208e-08,1.4208e-08,1.1291e-08,1.357653e-07
Mux,16,0.503,1.9081259e-07,3.827e-09,1.5005e-08,1.5005e-08,3.827e-09,4.798937e-08
D Flip-Flop,18,0.35,1.250833e-07,2.0956e-08,3.631e-09,3.631e-09,2.0956e-08,2.188958e-08
NOR,4,0.249,8.400151e-07,7.063e-09,1.5083e-08,1.5083e-08,7.063e-09,1.0458188e-07
XNOR,10,0.405,7.788325e-07,1.435e-09,2.3804e-08,2.3804e-08,1.435e-09,1.5771358e-07
D Flip-Flop,18,0.029,3.339848e-07,3.238e-09,2.446e-08,2.446e-08,3.238e-09,4.84278e-09
D Flip-Flop,18,0.775,6.6161543e-07,1.5266e-08,2.2223e-08,2.2223e-08,1.5266e-08,2.5637598e-07
XOR,10,0.179,1.3291858e-07,1.5216e-08,2.0196e-08,2.0196e-08,1.5216e-08,1.189621e-08
XOR,10,0.053,5.1197718e-07,6.579e-09,5.313e-09,5.313e-09,6.579e-09,1.35674e-08
Inverter,2,0.657,2.854299e-08,1.8207e-08,3.995e-09,3.995e-09,1.8207e-08,9.37637e-09
OR,6,0.776,3.9768586e-07,1.9364e-08,1.1179e-08,1.1179e-08,1.9364e-08,1.5430211e-07
XNOR,10,0.816,8.409439e-08,2.3021e-08,1.5529e-08,1.5529e-08,2.3021e-08,3.431051e-08
NOR,4,0.499,4.8039571e-07,1.4665e-08,2.1282e-08,2.1282e-08,1.4665e-08,1.1985873e-07
NAND,4,0.213,4.2746483e-07,1.9508e-08,5.876e-09,5.876e-09,1.9508e-08,4.5525e-08
NOR,4,0.74,4.4994118e-07,1.8852e-08,1.2043e-08,1.2043e-08,1.8852e-08,1.6647824e-07
Inverter,2,0.703,5.487799e-08,6.519e-09,1.6221e-08,1.6221e-08,6.519e-09,1.928961e-08
Mux,16,0.254,3.6800018e-07,7.825e-09,1.1195e-08,1.1195e-08,7.825e-09,4.673602e-08
OR,6,0.904,7.5891901e-07,1.2014e-08,1.1409e-08,1.1409e-08,1.2014e-08,3.4303139e-07
NAND,4,0.113,3.7522523e-07,5.74e-10,5.705e-09,5.705e-09,5.74e-10,2.120023e-08
AND,6,0.983,7.1802023e-07,7.505e-09,2.4668e-08,2.4668e-08,7.505e-09,3.5290694e-07
Mux,16,0.862,3.7578394e-07,1.19e-08,1.1932e-08,1.1932e-08,1.19e-08,1.6196288e-07
XOR,10,0.691,4.2900705e-07,2.791e-09,1.3365e-08,1.3365e-08,2.791e-09,1.4822194e-07
D Flip-Flop,18,0.939,5.6825319e-07,3.244e-09,5.542e-09,5.542e-09,3.244e-09,2.6679487e-07
AND,6,0.725,9.5117512e-07,1.1635e-08,1.2902e-08,1.2902e-08,1.1635e-08,3.4480098e-07
NOR,4,0.199,1.1777184e-07,1.8301e-08,6.458e-09,6.458e-09,1.8301e-08,1.17183e-08
NOR,4,0.448,4.258463e-08,2.086e-08,5.138e-09,5.138e-09,2.086e-08,9.53896e-09
XOR,10,0.081,6.1187761e-07,1.3703e-08,6.965e-09,6.965e-09,1.3703e-08,2.478104e-08
Inverter,2,0.396,9.4960612e-07,1.1921e-08,1.69e-10,1.69e-10,1.1921e-08,1.8802201e-07
XNOR,10,0.744,9.898259e-07,9.669e-09,1.4297e-08,1.4297e-08,9.669e-09,3.6821523e-07
AND,6,0.393,4.893226e-07,4.904e-09,9.748e-09,9.748e-09,4.904e-09,9.615189e-08
AND,6,0.337,4.734008e-07,3.749e-09,2.2477e-08,2.2477e-08,3.749e-09,7.976803e-08
Mux,16,0.599,6.4851413e-07,1.9818e-08,1.114e-09,1.114e-09,1.9818e-08,1.9422998e-07
OR,6,0.873,5.6007841e-07,1.1679e-08,1.176e-09,1.176e-09,1.1679e-08,2.4447423e-07
Mux,16,0.057,6.3774718e-07,1.9779e-08,2.2158e-08,2.2158e-08,1.9779e-08,1.817579e-08
XNOR,10,0.392,8.7525943e-07,1.7632e-08,3.253e-09,3.253e-09,1.7632e-08,1.7155085e-07
NOR,4,0.167,7.4884311e-07,4.928e-09,1.54e-10,1.54e-10,4.928e-09,6.25284e-08
NOR,4,0.698,5.0190862e-07,1.2807e-08,4.555e-09,4.555e-09,1.2807e-08,1.7516611e-07
NOR,4,0.115,4.6724581e-07,1.1156e-08,2.0615e-08,2.0615e-08,1.1156e-08,2.686663e-08
NOR,4,0.668,6.4320573e-07,1.0654e-08,2.0088e-08,2.0088e-08,1.0654e-08,2.1483071e-07
XNOR,10,0.293,4.6114922e-07,1.361e-08,8.569e-09,8.569e-09,1.361e-08,6.755836e-08
XOR,10,0.207,4.6320156e-07,2.4554e-08,1.6734e-08,1.6734e-08,2.4554e-08,4.794136e-08
OR,6,0.937,2.614284e-08,2.0341e-08,1.2731e-08,1.2731e-08,2.0341e-08,1.224792e-08
XNOR,10,0.028,1.823235e-07,2.2602e-08,2.2628e-08,2.2628e-08,2.2602e-08,2.55253e-09
OR,6,0.443,4.936285e-07,8.38e-10,1.505e-09,1.505e-09,8.38e-10,1.0933871e-07
XNOR,10,0.031,8.2442692e-07,3.594e-09,2.0348e-08,2.0348e-08,3.594e-09,1.277862e-08
NOR,4,0.489,2.8593974e-07,2.211e-09,4.348e-09,4.348e-09,2.211e-09,6.991227e-08
XOR,10,0.506,5.27417e-07,6.654e-09,9.851e-09,9.851e-09,6.654e-09,1.334365e-07
AND,6,0.328,3.5151246e-07,1.1103e-08,4.88e-09,4.88e-09,1.1103e-08,5.764804e-08
Mux,16,0.141,1.1375595e-07,1.6087e-08,1.7595e-08,1.7595e-08,1.6087e-08,8.01979e-09
D Flip-Flop,18,0.383,9.587155e-07,1.2571e-08,1.699e-08,1.699e-08,1.2571e-08,1.8359402e-07
XOR,10,0.676,8.5612713e-07,2.2589e-08,1.3743e-08,1.3743e-08,2.2589e-08,2.8937097e-07
AND,6,0.785,8.77075e-08,2.3502e-08,1.7484e-08,1.7484e-08,2.3502e-08,3.442519e-08
Inverter,2,0.535,7.2258939e-07,4.172e-09,1.6025e-08,1.6025e-08,4.172e-09,1.9329266e-07
XNOR,10,0.594,3.5410411e-07,2.1338e-08,1.9433e-08,1.9433e-08,2.1338e-08,1.0516892e-07
Inverter,2,0.209,9.9490131e-07,1.2095e-08,6.061e-09,6.061e-09,1.2095e-08,1.0396719e-07
AND,6,0.294,3.0937453e-07,1.1388e-08,1.078e-08,1.078e-08,1.1388e-08,4.547806e-08
XOR,10,0.17,2.4635106e-07,1.9645e-08,3.876e-09,3.876e-09,1.9645e-08,2.093984e-08
XNOR,10,0.257,5.7221164e-07,2.419e-09,1.0797e-08,1.0797e-08,2.419e-09,7.35292e-08
D Flip-Flop,18,0.233,8.367749e-07,2.2074e-08,1.7572e-08,1.7572e-08,2.2074e-08,9.748428e-08
NOR,4,0.524,2.0059368e-07,1.6804e-08,1.7316e-08,1.7316e-08,1.6804e-08,5.255554e-08
XNOR,10,0.567,7.1230874e-07,2.1894e-08,1.7765e-08,1.7765e-08,2.1894e-08,2.0193953e-07
XNOR,10,0.945,7.079252e-08,2.4862e-08,7.788e-09,7.788e-09,2.4862e-08,3.344947e-08
XOR,10,0.204,9.197454e-07,1.2998e-08,1.6589e-08,1.6589e-08,1.2998e-08,9.381403e-08
XOR,10,0.645,9.026417e-08,2.422e-09,9.25e-09,9.25e-09,2.422e-09,2.911019e-08
AND,6,0.819,9.1508906e-07,4.246e-09,2.3618e-08,2.3618e-08,4.246e-09,3.7472897e-07
NAND,4,0.565,4.9589918e-07,8.158e-09,8.65e-09,8.65e-09,8.158e-09,1.4009152e-07
XNOR,10,0.262,4.536102e-07,2.678e-09,1.5115e-08,1.5115e-08,2.678e-09,5.942294e-08
Mux,16,0.27,9.7357401e-07,2.0402e-08,1.8779e-08,1.8779e-08,2.0402e-08,1.3143249e-07
XNOR,10,0.049,9.9048034e-07,7.492e-09,2.267e-08,2.267e-08,7.492e-09,2.426677e-08
AND,6,0.312,6.5367634e-07,2.44e-08,1.1004e-08,1.1004e-08,2.44e-08,1.0197351e-07
OR,6,0.747,1.358481e-07,1.7595e-08,9.076e-09,9.076e-09,1.7595e-08,5.073927e-08
Inverter,2,0.057,5.1110838e-07,4.418e-09,1.0808e-08,1.0808e-08,4.418e-09,1.456659e-08
NOR,4,0.227,5.3387147e-07,1.1953e-08,8.16e-09,8.16e-09,1.1953e-08,6.059441e-08
NAND,4,0.709,5.1930196e-07,1.1725e-08,1.6383e-08,1.6383e-08,1.1725e-08,1.8409254e-07
D Flip-Flop,18,0.785,5.7379692e-07,1.2364e-08,2.3325e-08,2.3325e-08,1.2364e-08,2.2521529e-07
D Flip-Flop,18,0.461,2.853747e-08,1.3439e-08,3.239e-09,3.239e-09,1.3439e-08,6.57789e-09
D Flip-Flop,18,0.701,7.1411501e-07,8.76e-10,1.4067e-08,1.4067e-08,8.76e-10,2.5029731e-07
XOR,10,0.394,7.1527036e-07,1.7189e-08,2.2451e-08,2.2451e-08,1.7189e-08,1.4090826e-07
D Flip-Flop,18,0.168,1.2431508e-07,1.2231e-08,2.593e-09,2.593e-09,1.2231e-08,1.044247e-08
NOR,4,0.404,5.7453705e-07,1.9795e-08,1.2397e-08,1.2397e-08,1.9795e-08,1.1605648e-07
Inverter,2,0.584,5.7267757e-07,2.0402e-08,2.1644e-08,2.1644e-08,2.0402e-08,1.6722185e-07
D Flip-Flop,18,0.949,6.8562592e-07,5.84e-09,2.2521e-08,2.2521e-08,5.84e-09,3.253295e-07
XNOR,10,0.078,9.454372e-08,1.306e-09,1.2907e-08,1.2907e-08,1.306e-09,3.68721e-09
XNOR,10,0.512,6.3023827e-07,1.7611e-08,7.21e-10,7.21e-10,1.7611e-08,1.61341e-07
XOR,10,0.336,2.8794443e-07,2.4446e-08,2.73e-09,2.73e-09,2.4446e-08,4.837466e-08
NOR,4,0.513,5.1193296e-07,1.1222e-08,1.4709e-08,1.4709e-08,1.1222e-08,1.313108e-07
Inverter,2,0.034,7.7559032e-07,6.564e-09,3.184e-09,3.184e-09,6.564e-09,1.318504e-08
NAND,4,0.32,7.0858948e-07,4.001e-09,3.821e-09,3.821e-09,4.001e-09,1.1337432e-07
AND,6,0.822,1.2771399e-07,7.257e-09,1.9326e-08,1.9326e-08,7.257e-09,5.249045e-08
Inverter,2,0.558,5.9527294e-07,8.265e-09,1.8792e-08,1.8792e-08,8.265e-09,1.6608115e-07
AND,6,0.456,9.6942537e-07,1.0654e-08,2.1085e-08,2.1085e-08,1.0654e-08,2.2102898e-07
OR,6,0.293,1.6520174e-07,1.642e-08,2.733e-09,2.733e-09,1.642e-08,2.420205e-08
AND,6,0.305,8.5437802e-07,6.902e-09,5.034e-09,5.034e-09,6.902e-09,1.3029265e-07
Mux,16,0.389,7.055226e-07,1.369e-09,2.0841e-08,2.0841e-08,1.369e-09,1.3722415e-07
XNOR,10,0.837,7.7626328e-07,9.395e-09,1.8055e-08,1.8055e-08,9.395e-09,3.2486618e-07
NOR,4,0.968,2.8913874e-07,2.1405e-08,2.0168e-08,2.0168e-08,2.1405e-08,1.3994315e-07
XOR,10,0.444,2.9501004e-07,1.2509e-08,2.4745e-08,2.4745e-08,1.2509e-08,6.549223e-08
Mux,16,0.399,9.0695926e-07,2.4123e-08,2.1624e-08,2.1624e-08,2.4123e-08,1.8093837e-07
AND,6,0.848,3.6623371e-07,1.264e-08,1.306e-08,1.306e-08,1.264e-08,1.5528309e-07
D Flip-Flop,18,0.433,7.238524e-08,6.97e-09,7.838e-09,7.838e-09,6.97e-09,1.56714e-08
NOR,4,0.556,6.0459074e-07,4.914e-09,1.4285e-08,1.4285e-08,4.914e-09,1.6807623e-07
Mux,16,0.239,1.3356949e-07,1.7394e-08,1.6001e-08,1.6001e-08,1.7394e-08,1.596155e-08
XOR,10,0.746,7.9863028e-07,1.3456e-08,8.449e-09,8.449e-09,1.3456e-08,2.9788909e-07
XNOR,10,0.537,6.4532898e-07,1.514e-08,1.9296e-08,1.9296e-08,1.514e-08,1.7327083e-07
NOR,4,0.811,8.7597924e-07,1.8903e-08,2.41e-09,2.41e-09,1.8903e-08,3.5520958e-07
XOR,10,0.783,7.8698888e-07,1.8175e-08,1.9507e-08,1.9507e-08,1.8175e-08,3.0810615e-07
OR,6,0.223,1.2099251e-07,1.18e-09,8.97e-10,8.97e-10,1.18e-09,1.349066e-08
OR,6,0.718,3.8725997e-07,2.0084e-08,1.2499e-08,1.2499e-08,2.0084e-08,1.3902633e-07
XOR,10,0.802,7.7681465e-07,1.3364e-08,2.155e-08,2.155e-08,1.3364e-08,3.1150267e-07
Mux,16,0.353,4.2316806e-07,9.854e-09,2.254e-09,2.254e-09,9.854e-09,7.468916e-08
NOR,4,0.181,9.7264183e-07,1.3484e-08,1.2992e-08,1.2992e-08,1.3484e-08,8.802409e-08
Mux,16,0.013,7.3838305e-07,1.535e-08,4.069e-09,4.069e-09,1.535e-08,4.79949e-09
NAND,4,0.456,2.534492e-08,3.823e-09,2.2381e-08,2.2381e-08,3.823e-09,5.77864e-09
AND,6,0.359,8.8118583e-07,1.0494e-08,2.0825e-08,2.0825e-08,1.0494e-08,1.5817286e-07
NAND,4,0.559,1.0979674e-07,8.456e-09,2.3355e-08,2.3355e-08,8.456e-09,3.068819e-08
OR,6,0.196,1.4911849e-07,8.825e-09,2.1887e-08,2.1887e-08,8.825e-09,1.461361e-08
XNOR,10,0.861,7.3714748e-07,2.374e-09,1.844e-08,1.844e-08,2.374e-09,3.1734199e-07
Inverter,2,0.265,8.6631887e-07,4.08e-09,4.704e-09,4.704e-09,4.08e-09,1.1478725e-07
AND,6,0.234,5.4098613e-07,4.13e-09,7.632e-09,7.632e-09,4.13e-09,6.329538e-08
OR,6,0.486,2.9615924e-07,9.393e-09,1.2472e-08,1.2472e-08,9.393e-09,7.19667e-08
Mux,16,0.504,3.5780239e-07,2.2373e-08,1.4764e-08,1.4764e-08,2.2373e-08,9.01662e-08
Mux,16,0.223,3.4946044e-07,5.23e-09,1.9576e-08,1.9576e-08,5.23e-09,3.896484e-08
Mux,16,0.279,3.3341132e-07,1.0463e-08,5.751e-09,5.751e-09,1.0463e-08,4.651088e-08
XNOR,10,0.178,2.5048058e-07,7.859e-09,3.294e-09,3.294e-09,7.859e-09,2.229277e-08
NAND,4,0.721,6.1277842e-07,1.9706e-08,1.2117e-08,1.2117e-08,1.9706e-08,2.2090662e-07
Inverter,2,0.772,9.0140127e-07,1.348e-09,4.03e-09,4.03e-09,1.348e-09,3.4794089e-07
Mux,16,0.468,3.1401159e-07,4.994e-09,1.7374e-08,1.7374e-08,4.994e-09,7.347871e-08
AND,6,0.717,1.9482735e-07,5.345e-09,1.4433e-08,1.4433e-08,5.345e-09,6.98456e-08
NOR,4,0.739,8.4019189e-07,2.4825e-08,1.8554e-08,1.8554e-08,2.4825e-08,3.104509e-07
Inverter,2,0.147,7.443655e-07,1.4312e-08,1.68e-09,1.68e-09,1.4312e-08,5.471086e-08
XNOR,10,0.967,9.3152866e-07,3.56e-09,2.4121e-08,2.4121e-08,3.56e-09,4.5039411e-07
Inverter,2,0.823,1.7386454e-07,6.878e-09,1e-10,1e-10,6.878e-09,7.154526e-08
NOR,4,0.212,1.528088e-07,4.279e-09,8.204e-09,8.204e-09,4.279e-09,1.619773e-08
AND,6,0.194,5.460151e-07,3.203e-09,1.7023e-08,1.7023e-08,3.203e-09,5.296346e-08
NOR,4,0.134,6.1828932e-07,1.995e-08,1.224e-09,1.224e-09,1.995e-08,4.142538e-08
XOR,10,0.147,4.8537171e-07,1.2444e-08,2.175e-09,2.175e-09,1.2444e-08,3.567482e-08
AND,6,0.751,6.0297697e-07,1.5817e-08,2.009e-09,2.009e-09,1.5817e-08,2.2641785e-07
Inverter,2,0.475,1.8857597e-07,8.348e-09,1.458e-08,1.458e-08,8.348e-09,4.478679e-08
Mux,16,0.785,4.8481762e-07,1.3887e-08,2.2409e-08,2.2409e-08,1.3887e-08,1.9029092e-07
Inverter,2,0.749,6.6151164e-07,6.513e-09,1.393e-08,1.393e-08,6.513e-09,2.4773611e-07
Inverter,2,0.609,4.3837938e-07,7.77e-09,1.5129e-08,1.5129e-08,7.77e-09,1.3348652e-07
AND,6,0.69,6.8265286e-07,1.6341e-08,8.715e-09,8.715e-09,1.6341e-08,2.3551524e-07
XOR,10,0.028,4.5667937e-07,3.844e-09,5.67e-10,5.67e-10,3.844e-09,6.39351e-09
Inverter,2,0.319,3.4026359e-07,1.5469e-08,6.38e-10,6.38e-10,1.5469e-08,5.427204e-08
OR,6,0.641,3.10569e-07,2.1321e-08,2.2219e-08,2.2219e-08,2.1321e-08,9.953736e-08
D Flip-Flop,18,0.019,4.1679304e-07,3.099e-09,2.654e-09,2.654e-09,3.099e-09,3.95953e-09
D Flip-Flop,18,0.043,3.285873e-08,2.2447e-08,2.4995e-08,2.4995e-08,2.2447e-08,7.0646e-10
Inverter,2,0.853,6.7183989e-07,2.078e-09,4.194e-09,4.194e-09,2.078e-09,2.8653971e-07
Mux,16,0.687,8.4665458e-07,8.788e-09,1.6898e-08,1.6898e-08,8.788e-09,2.9082585e-07
XNOR,10,0.273,3.6108082e-07,1.5302e-08,2.3729e-08,2.3729e-08,1.5302e-08,4.928753e-08
XNOR,10,0.691,5.55728e-08,1.4029e-08,9.121e-09,9.121e-09,1.4029e-08,1.92004e-08
AND,6,0.795,9.8690784e-07,2.5e-09,1.8387e-08,1.8387e-08,2.5e-09,3.9229587e-07
D Flip-Flop,18,0.314,2.7106127e-07,1.9993e-08,8.836e-09,8.836e-09,1.9993e-08,4.255662e-08
Inverter,2,0.046,1.3535491e-07,2.4332e-08,7.693e-09,7.693e-09,2.4332e-08,3.11316e-09
XNOR,10,0.933,3.7605498e-07,4.613e-09,5.125e-09,5.125e-09,4.613e-09,1.7542965e-07
Inverter,2,0.352,7.4117147e-07,2.2389e-08,2.0541e-08,2.0541e-08,2.2389e-08,1.3044618e-07
AND,6,0.115,3.0097743e-07,1.3965e-08,6.509e-09,6.509e-09,1.3965e-08,1.73062e-08
D Flip-Flop,18,0.497,5.7895617e-07,2.3405e-08,7.151e-09,7.151e-09,2.3405e-08,1.4387061e-07
NOR,4,0.771,4.2140439e-07,4.485e-09,2.4974e-08,2.4974e-08,4.485e-09,1.6245139e-07
OR,6,0.229,1.2658635e-07,1.9821e-08,8.25e-09,8.25e-09,1.9821e-08,1.449414e-08
OR,6,0.277,3.3698414e-07,1.589e-09,1.0627e-08,1.0627e-08,1.589e-09,4.66723e-08
XNOR,10,0.25,7.276218e-07,2.2092e-08,2.4752e-08,2.4752e-08,2.2092e-08,9.095272e-08
OR,6,0.992,6.1588386e-07,1.6887e-08,9.296e-09,9.296e-09,1.6887e-08,3.0547839e-07
NOR,4,0.205,1.285806e-07,9.319e-09,9.217e-09,9.217e-09,9.319e-09,1.317951e-08
Inverter,2,0.58,1.7168919e-07,4.843e-09,2.071e-08,2.071e-08,4.843e-09,4.978987e-08
AND,6,0.926,6.4432603e-07,2.0432e-08,7.867e-09,7.867e-09,2.0432e-08,2.9832295e-07
NOR,4,0.155,8.1528126e-07,1.5121e-08,5.921e-09,5.921e-09,1.5121e-08,6.31843e-08
AND,6,0.971,3.5597975e-07,9.074e-09,1.0638e-08,1.0638e-08,9.074e-09,1.7282817e-07
AND,6,0.948,5.9935764e-07,1.1152e-08,1.7546e-08,1.7546e-08,1.1152e-08,2.8409552e-07
D Flip-Flop,18,0.886,1.7893715e-07,2.0681e-08,1.177e-09,1.177e-09,2.0681e-08,7.926916e-08
Inverter,2,0.222,3.1826257e-07,8.539e-09,9.411e-09,9.411e-09,8.539e-09,3.532715e-08
OR,6,0.638,3.00675e-08,2.332e-09,8.721e-09,8.721e-09,2.332e-09,9.59153e-09
D Flip-Flop,18,0.763,7.7059319e-07,2.2791e-08,6.196e-09,6.196e-09,2.2791e-08,2.939813e-07
AND,6,0.986,4.0699972e-07,9.745e-09,1.6392e-08,1.6392e-08,9.745e-09,2.0065086e-07
XNOR,10,0.189,8.1796432e-07,8.775e-09,7.321e-09,7.321e-09,8.775e-09,7.729763e-08
OR,6,0.768,7.1128927e-07,5.19e-09,1.5208e-08,1.5208e-08,5.19e-09,2.7313508e-07
OR,6,0.345,8.3045682e-07,2.2446e-08,1.2658e-08,1.2658e-08,2.2446e-08,1.432538e-07
Inverter,2,0.184,2.9280208e-07,5.516e-09,5.508e-09,5.508e-09,5.516e-09,2.693779e-08
XOR,10,0.427,1.9325764e-07,1.5953e-08,6.737e-09,6.737e-09,1.5953e-08,4.126051e-08
NAND,4,0.796,9.7218663e-07,2.2031e-08,4.348e-09,4.348e-09,2.2031e-08,3.8693028e-07
NAND,4,0.47,7.2015451e-07,9.69e-10,1.51e-09,1.51e-09,9.69e-10,1.6923631e-07
NAND,4,0.542,8.3570185e-07,2.0737e-08,1.5518e-08,1.5518e-08,2.0737e-08,2.264752e-07
XOR,10,0.995,2.300204e-08,1.0324e-08,1.6852e-08,1.6852e-08,1.0324e-08,1.144351e-08
Inverter,2,0.405,3.60917e-07,1.6484e-08,4.233e-09,4.233e-09,1.6484e-08,7.308569e-08
XOR,10,0.619,7.4538852e-07,9.373e-09,1.5423e-08,1.5423e-08,9.373e-09,2.3069775e-07
NAND,4,0.372,8.7203e-08,1.7418e-08,2.4554e-08,2.4554e-08,1.7418e-08,1.621976e-08
D Flip-Flop,18,0.399,5.7166653e-07,6.432e-09,1.953e-09,1.953e-09,6.432e-09,1.1404747e-07
NOR,4,0.699,4.3478204e-07,6.46e-10,1.231e-08,1.231e-08,6.46e-10,1.5195632e-07
AND,6,0.939,2.744034e-08,2.37e-08,1.8353e-08,1.8353e-08,2.37e-08,1.288324e-08
XOR,10,0.547,2.4361582e-07,5.08e-10,1.246e-09,1.246e-09,5.08e-10,6.662893e-08
Inverter,2,0.771,2.9194407e-07,2.062e-08,1.9479e-08,1.9479e-08,2.062e-08,1.1254444e-07
Inverter,2,0.098,1.2074135e-07,4.312e-09,2.449e-08,2.449e-08,4.312e-09,5.91633e-09
NOR,4,0.219,6.3522154e-07,9.866e-09,2.303e-09,2.303e-09,9.866e-09,6.955676e-08
XNOR,10,0.507,2.499739e-07,2.058e-08,2.0574e-08,2.0574e-08,2.058e-08,6.336838e-08
OR,6,0.03,2.848433e-07,5.228e-09,9.527e-09,9.527e-09,5.228e-09,4.27265e-09
NAND,4,0.26,8.9925621e-07,2.1656e-08,3.688e-09,3.688e-09,2.1656e-08,1.1690331e-07
XNOR,10,0.522,4.7245186e-07,1.2494e-08,1.2381e-08,1.2381e-08,1.2494e-08,1.2330994e-07
NAND,4,0.025,3.9820687e-07,9.217e-09,1.881e-09,1.881e-09,9.217e-09,4.97759e-09
NOR,4,0.272,7.2663233e-07,1.6595e-08,1.31e-08,1.31e-08,1.6595e-08,9.8822e-08
NAND,4,0.519,9.1051766e-07,8.601e-09,5.82e-10,5.82e-10,8.601e-09,2.3627933e-07
NOR,4,0.577,3.478597e-08,8.747e-09,1.8242e-08,1.8242e-08,8.747e-09,1.003575e-08
Mux,16,0.926,4.5375646e-07,1.8365e-08,1.225e-08,1.225e-08,1.8365e-08,2.1008924e-07
XNOR,10,0.649,6.1467354e-07,7.815e-09,1.1528e-08,1.1528e-08,7.815e-09,1.9946156e-07
XNOR,10,0.421,3.2537747e-07,5.099e-09,4.985e-09,4.985e-09,5.099e-09,6.849196e-08
OR,6,0.931,7.7468364e-07,2.021e-08,9.095e-09,9.095e-09,2.021e-08,3.6061523e-07
NOR,4,0.787,9.717623e-07,2.0154e-08,4.629e-09,4.629e-09,2.0154e-08,3.8238847e-07
XOR,10,0.208,9.4399309e-07,1.249e-08,1.8411e-08,1.8411e-08,1.249e-08,9.817528e-08
Mux,16,0.14,2.7332271e-07,1.3214e-08,5.056e-09,5.056e-09,1.3214e-08,1.913259e-08
D Flip-Flop,18,0.679,2.340749e-07,1.7432e-08,1.5457e-08,1.5457e-08,1.7432e-08,7.946843e-08
NAND,4,0.564,9.5791563e-07,1.2781e-08,7.062e-09,7.062e-09,1.2781e-08,2.7013221e-07
Mux,16,0.792,4.640422e-07,1.0484e-08,1.6459e-08,1.6459e-08,1.0484e-08,1.8376071e-07
NOR,4,0.741,2.1621475e-07,2.4873e-08,1.3557e-08,1.3557e-08,2.4873e-08,8.010756e-08
AND,6,0.629,7.0992699e-07,3.776e-09,1.0644e-08,1.0644e-08,3.776e-09,2.2327204e-07
NAND,4,0.987,2.9157612e-07,1.4859e-08,1.6858e-08,1.6858e-08,1.4859e-08,1.4389282e-07
Inverter,2,0.538,2.7457451e-07,2.2158e-08,1.0451e-08,1.0451e-08,2.2158e-08,7.386054e-08
XNOR,10,0.122,8.8045655e-07,1.7212e-08,2.0552e-08,2.0552e-08,1.7212e-08,5.370785e-08
NOR,4,0.83,1.7085436e-07,2.2035e-08,1.8267e-08,1.8267e-08,2.2035e-08,7.090456e-08
Inverter,2,0.259,7.374902e-08,8.475e-09,1.3562e-08,1.3562e-08,8.475e-09,9.5505e-09
OR,6,0.78,2.7649458e-07,6.873e-09,2.1939e-08,2.1939e-08,6.873e-09,1.0783289e-07
D Flip-Flop,18,0.958,6.1087596e-07,2.1297e-08,2.0739e-08,2.0739e-08,2.1297e-08,2.9260958e-07
D Flip-Flop,18,0.7,1.3185697e-07,9.913e-09,1.3343e-08,1.3343e-08,9.913e-09,4.614994e-08
Inverter,2,0.6,4.7687873e-07,1.7771e-08,1.804e-09,1.804e-09,1.7771e-08,1.4306362e-07
XNOR,10,0.466,6.3106374e-07,3.779e-09,1.4193e-08,1.4193e-08,3.779e-09,1.4703785e-07
OR,6,0.371,8.5024962e-07,1.892e-08,8.946e-09,8.946e-09,1.892e-08,1.577213e-07
AND,6,0.359,2.375709e-07,1.377e-08,1.3549e-08,1.3549e-08,1.377e-08,4.264398e-08
XNOR,10,0.64,8.1917286e-07,6.788e-09,1.6214e-08,1.6214e-08,6.788e-09,2.6213532e-07
Mux,16,0.754,2.425572e-07,1.2413e-08,1.6156e-08,1.6156e-08,1.2413e-08,9.144406e-08
D Flip-Flop,18,0.682,6.7999888e-07,1.7454e-08,1.6871e-08,1.6871e-08,1.7454e-08,2.3187962e-07
